2001,12.05330112,146.7584636,11.72268552,9.693332228,14.67590072,17.02655356,140.5332669,96.42021368,215.4947224,290.114814,12.38927833,7.484296767,10.65969454,5.269499402,81.4043598,80.62571359,72.20398295,72.1798387,3.731665638,2.732881699,1.869648266,0.57310362,15.83207531,10.72059692,14.49337433
2002,13.36047732,179.8524574,12.01533773,9.368168703,15.13101411,16.72646442,149.716702,91.0051643,229.0439178,279.9411238,14.24289288,12.93459735,7.083230487,4.697430623,78.0509087,78.03283199,78.85252467,77.36841136,2.265718433,1.96330085,5.998246377,2.921693056,15.90763262,10.53920899,15.24120669
2003,13.09067873,171.993096,12.04700413,9.72209179,13.96005521,16.79218844,147.0375271,96.31508949,194.9686624,282.0285351,9.240811003,9.727799407,8.073987332,5.040223709,78.43306196,78.89913828,71.54712369,74.39740616,2.946007597,3.010838509,2.267368211,1.17107095,15.36463111,10.89282125,15.20700275
2004,13.14750174,173.4767068,12.17938198,9.266218018,14.3578834,16.40673671,150.3662645,88.45840806,206.3836582,269.2424222,9.469407129,9.125153248,9.269929794,7.783380971,78.04292249,79.51418036,71.04528458,77.55201985,2.84389011,3.506533181,2.803250699,4.382473748,15.46179899,10.69849963,14.99402862
2005,12.57915435,158.7986583,11.2124048,8.493483437,14.26493503,17.17947193,127.1764466,74.44542834,203.5775881,295.3252462,10.61254043,9.564664713,6.117144651,5.902064781,82.54312061,79.35136458,73.20282002,77.00859414,2.966757021,3.798132232,3.343070867,2.760789014,15.73784246,9.861986905,13.68593356
2006,13.50712731,183.154759,11.10610736,10.48264626,15.21409179,16.41361631,126.0269799,111.3514784,231.5610139,269.7252913,10.77299453,7.065107581,11.08003636,5.942767815,79.79408996,80.50812065,72.77676812,72.4096393,2.296307692,2.138350605,1.57156474,2.082,15.82275618,10.69798761,14.50260075
2007,12.79416739,164.4964535,11.11585994,9.817460997,13.85209997,17.00593355,126.2412011,98.1198585,191.9476974,289.3411632,15.98209798,10.06400079,6.821681138,4.987280125,82.04269581,78.27571009,73.382997,77.00187719,3.279468486,2.868136783,3.890263462,1.424716604,15.41863774,10.4888528,14.68349891
2008,13.33192334,178.6992357,11.82686481,9.652906895,14.66671717,17.40307151,143.4889115,95.07419811,215.1649903,303.1078457,13.25722691,9.858585851,8.365079642,5.6885981,81.09131868,79.87967854,72.10136364,77.33813864,2.811444668,2.920223515,2.844565217,2.058241758,16.03525916,10.69259842,15.50323579
2009,13.04672045,171.3717793,10.61996503,9.387089834,14.60525737,16.40598773,117.0131532,90.03880377,213.4386055,269.3408659,12.76289219,9.962996599,7.562336689,7.784448553,83.0518007,83.01993319,76.50574646,78.1593219,2.769838828,6.077888561,3.598681106,2.083580114,15.49488653,10.04097832,15.10343323
2010,12.35604093,153.5983751,9.764318711,9.487569614,13.90069806,16.58649602,98.4711396,92.40710436,193.3364193,275.3185779,16.922885,9.518662706,10.63614351,5.777367999,82.56611204,80.78083293,74.88669495,77.6606382,2.688907301,3.161463768,3.02794686,1.534565029,15.2689704,9.64876769,13.92453506
2011,13.26495913,176.806315,11.90909419,9.532405673,14.97465001,16.78118368,144.0868215,93.19153544,224.3613298,282.0191606,12.15766336,8.713269355,10.86393037,8.365345821,83.72144342,83.63229331,76.19465358,80.81899121,4.393629469,5.232761586,2.885652174,2.152904042,15.89825135,10.60001226,15.24963541
2012,12.97265831,169.3462177,12.05122038,8.74648714,14.40603557,15.75053463,147.2725477,80.00335768,207.6491854,248.3586327,10.40202952,8.24129787,6.98046913,6.270078721,85.42616387,78.34591168,76.3176054,77.00328929,4.815025462,1.917577268,4.863586821,2.396551893,15.08515948,10.38457134,14.13154624
2013,12.83355598,165.7891308,10.91397113,9.748357382,14.75630917,16.82059104,123.4911431,96.84860724,217.8010164,283.3193522,12.11402763,7.470563572,9.992600374,4.674796423,81.27572003,81.34129055,71.49760364,77.20952381,2.313371429,3.409395604,1.980795509,2.391555556,15.78680991,10.23141617,13.94525806
2014,13.52467205,183.7066578,11.51986815,10.40654226,15.41173737,16.04610806,135.4154942,110.2658476,237.5728748,257.8059851,13.65759963,8.050475057,7.59196154,6.020321815,84.47539331,81.74224271,76.98536869,77.2681821,4.326047436,3.230666452,2.793962451,2.119800984,15.73717284,10.96178756,15.08785762
2015,12.9102036,167.4324005,11.91903785,9.267887113,14.50019509,17.01022222,144.4067871,87.88677709,210.3138612,289.7670859,10.18962386,11.15828506,8.848052462,6.594722097,87.33381441,82.70307888,72.96004459,77.14733333,3.974168498,1.98299246,1.870746464,1.205555556,15.74943792,10.61389936,14.49435224
2016,12.9870932,169.785192,11.24800699,8.783441631,14.9800525,17.78136786,129.399055,79.56186217,225.0467567,316.4212399,16.44558614,9.746119204,6.966259826,6.959593438,81.15813653,80.29306328,70.4220237,78.1236272,4.056483516,3.173057065,1.043120617,2.391023976,16.50492701,10.02647946,14.91360215
2017,13.66751408,188.0639224,12.4822701,9.443611594,14.58811236,16.53773016,159.7721644,91.80896982,212.8730616,273.6312344,12.31045388,8.495861965,5.675405845,5.155511332,84.18078229,82.18838172,77.19320998,80.71810582,4.85018117,3.172050277,4.05082182,2.484768199,15.58889429,10.94673315,15.25314543
2018,13.21444219,175.3203999,10.884662,9.694403382,15.9302945,16.86190298,121.3233441,95.93861814,253.89714,285.6342127,11.75334123,8.925829195,9.277027966,6.755151098,87.45596658,85.51669466,75.70698088,79.24714511,3.533124411,4.358348668,1.537017476,2.349743744,16.48996119,10.29412092,14.80570039
